week_start,temperature01,temperature02,temperature03,temperature04,temperature05,temperature06,temperature07,temperature08,temperature09,temperature10,temperature11,temperature12,temperature13,temperature14,temperature15,temperature16,temperature17,temperature18,temperature19,temperature20,temperature21,temperature22,temperature23,temperature24,_n,array_mean,array_max,array_p90
2023-02-27 00:00:00+00:00,2.9899673,3.7190485,3.5037336,2.5346487,2.6188343,2.5783937,3.0029042,2.796883,2.5112996,2.5581625,2.5312276,3.0206077,3.5349216,2.8450937,2.6463096,2.7638986,2.5398757,2.4736476,2.5679893,2.47706,2.549852,2.455229,2.426799,2.4289014,60480,2.7531369,3.7190485,3.358796
2023-03-06 00:00:00+00:00,2.8967717,3.97114,3.4304335,2.5056329,2.5866783,2.5814223,3.0132895,2.850963,2.518951,2.5186574,2.4994214,3.073486,3.7776723,2.766436,2.6190078,2.9403586,2.5776975,2.4707057,2.5295749,2.4919374,2.5888941,2.4689941,2.4541662,2.4689825,60480,2.775053,3.97114,3.3233492
2023-03-13 00:00:00+00:00,2.9207478,3.9865842,3.327916,2.4869666,2.564332,2.5543745,3.1039152,2.9385092,2.4817939,2.481196,2.4858518,2.996509,3.9857204,2.6963277,2.5476747,3.0429208,2.5290923,2.4592304,2.4862013,2.4507122,2.5562968,2.4519954,2.420322,2.4585137,60480,2.767238,3.9865842,3.2607157
2023-03-20 00:00:00+00:00,3.1379821,3.4293077,3.4638526,2.5378242,2.6179495,2.6169508,3.4598742,3.1970263,2.5288491,2.5394177,2.5362365,3.1628137,3.6407754,2.9303694,2.6645503,3.147542,2.6072652,2.4989278,2.5491939,2.5010207,2.6961741,2.4862242,2.4582124,2.5146694,60480,2.8301256,3.6407754,3.450704
2023-03-27 00:00:00+00:00,3.0239823,3.4621572,3.4742749,2.559416,2.6022255,2.5896053,3.1640153,2.9551988,2.5055287,2.529439,2.5490263,3.0409048,3.378386,2.8475301,2.620415,2.846483,2.5668287,2.5031698,2.5301867,2.4781735,2.6053398,2.4845068,2.4456336,2.4913003,60480,2.7605717,3.4742749,3.3140748
2023-04-03 00:00:00+00:00,3.0262308,3.6539714,3.359309,2.5488899,2.6141658,2.6089828,3.0570097,2.8554833,2.515173,2.543829,2.5354636,2.96886,3.4149585,2.840504,2.5935984,2.7615218,2.5148985,2.477949,2.5351014,2.4786172,2.5609891,2.4585834,2.4344773,2.466882,60480,2.7427273,3.6539714,3.268619
2023-04-10 00:00:00+00:00,2.9494216,3.8185093,3.4780412,2.5234628,2.5687675,2.596973,2.8958445,2.7998152,2.4829283,2.4902015,2.5167186,2.9198978,3.4375253,2.7225199,2.5367265,2.758534,2.4913611,2.4760652,2.482679,2.455478,2.5302324,2.454545,2.4256926,2.4511833,60481,2.7192967,3.8185093,3.291094
2023-04-17 00:00:00+00:00,3.0954657,3.8654675,3.3967261,2.4669495,2.5622706,2.5906801,3.018711,2.9165688,2.4798799,2.5002193,2.46722,2.895184,3.665884,2.820174,2.5668192,2.9249203,2.479757,2.4399605,2.4954352,2.4569294,2.5477102,2.4370828,2.419788,2.4542394,60480,2.7485018,3.8654675,3.306348
2023-04-24 00:00:00+00:00,3.1351924,3.6541636,3.4888434,2.5027351,2.557821,2.5720701,3.0352666,2.9259782,2.4823277,2.4901092,2.5326042,3.0731294,3.3648906,2.8674092,2.5953095,2.7986565,2.5381682,2.500802,2.4952435,2.4597707,2.5755987,2.4630086,2.4190931,2.4433584,60456,2.7488146,3.6541636,3.2959812
2023-05-01 00:00:00+00:00,3.417797,3.1722007,3.333333,2.547985,2.629775,2.622051,3.3393552,3.1987035,2.530126,2.5752065,2.5388112,3.112082,3.0967884,3.1240597,2.7011886,2.8170328,2.5418198,2.4789944,2.588335,2.4956372,2.689793,2.4500146,2.4428782,2.4712112,60479,2.7881324,3.417797,3.2929442
2023-05-08 00:00:00+00:00,3.1817877,3.6210353,3.614808,2.5096798,2.544004,2.564563,3.278343,3.0767753,2.4461164,2.4565594,2.491397,3.2437806,3.3590734,2.822258,2.5293872,2.8245182,2.5761585,2.4577408,2.4540288,2.4221644,2.5539544,2.4482818,2.4047072,2.4456923,60364,2.7636173,3.6210353,3.3348544
2023-05-15 00:00:00+00:00,3.5220597,3.60426,3.3860354,2.4579728,2.5555634,2.5883265,3.40118,3.1798346,2.4719017,2.475247,2.458758,3.167907,3.3814626,2.9468772,2.5569587,2.8738725,2.5647402,2.4396055,2.4642205,2.4409037,2.6186464,2.4373207,2.4078517,2.4559731,60480,2.7857285,3.60426,3.3966367
2023-05-22 00:00:00+00:00,3.6724272,3.190264,3.8085308,2.5002823,2.6223264,2.61371,3.1591547,2.9492683,2.524134,2.5365984,2.5142722,3.227844,3.1221085,3.0789554,2.6689403,2.8654902,2.5586839,2.4749634,2.51813,2.4749749,2.551692,2.4453597,2.4127,2.4566972,60480,2.7894795,3.8085308,3.21657
2023-05-29 00:00:00+00:00,3.7431364,2.9826496,3.7727902,2.4691558,2.6278348,2.5984156,2.9738545,2.8199341,2.517256,2.5365655,2.4619632,3.580394,3.0324214,3.032668,2.6503165,2.9738705,2.6497655,2.4315243,2.507705,2.4486098,2.4905505,2.4231925,2.3889222,2.4747446,60480,2.7745101,3.7727902,3.4160762
2023-06-05 00:00:00+00:00,3.5952806,3.2044494,4.3027816,2.408683,2.5211751,2.5340369,2.784394,2.6280453,2.4462814,2.4155974,2.4107654,3.501685,3.3172777,2.7235384,2.4938765,2.9102256,2.534712,2.4004977,2.4000063,2.4013221,2.4267943,2.4039323,2.3694532,2.4102607,60381,2.7310448,4.3027816,3.4463627
2023-06-12 00:00:00+00:00,3.730288,3.13569,3.5976186,2.509402,2.6476417,2.6162927,3.0765142,2.9314756,2.5121458,2.5227182,2.488437,3.2276073,3.1245396,2.7783086,2.5601976,2.8726218,2.5798802,2.4587755,2.4861326,2.4504318,2.5213308,2.4429898,2.4030268,2.444665,54157,2.754947,3.730288,3.200032
