frame_id,date,model,ai_count,in_training
CAMHDA301-20230606T181500,2023-06-06,v2,11,False
CAMHDA301-20230613T031500,2023-06-13,v2,8,False
CAMHDA301-20230613T061500,2023-06-13,v2,9,False
CAMHDA301-20230613T091500,2023-06-13,v2,15,False
CAMHDA301-20230613T121500,2023-06-13,v2,12,False
CAMHDA301-20230613T181500,2023-06-13,v2,8,False
CAMHDA301-20230613T211500,2023-06-13,v2,12,False
CAMHDA301-20230627T061500,2023-06-27,v2,10,False
CAMHDA301-20230627T091500,2023-06-27,v2,10,False
CAMHDA301-20230627T121500,2023-06-27,v2,9,False
CAMHDA301-20230627T151500,2023-06-27,v2,24,False
CAMHDA301-20230627T181500,2023-06-27,v2,9,False
CAMHDA301-20230627T211500,2023-06-27,v2,8,False
CAMHDA301-20230704T001500,2023-07-04,v2,6,False
CAMHDA301-20230704T031500,2023-07-04,v2,9,False
CAMHDA301-20230704T061500,2023-07-04,v2,0,False
CAMHDA301-20230704T091500,2023-07-04,v2,13,False
CAMHDA301-20230704T121500,2023-07-04,v2,10,False
CAMHDA301-20230704T151500,2023-07-04,v2,6,False
CAMHDA301-20230704T181500,2023-07-04,v2,11,False
CAMHDA301-20230704T211500,2023-07-04,v2,10,False
CAMHDA301-20230711T001500,2023-07-11,v2,5,False
CAMHDA301-20230711T031500,2023-07-11,v2,8,False
CAMHDA301-20230711T121500,2023-07-11,v2,4,False
CAMHDA301-20230711T151500,2023-07-11,v2,6,False
CAMHDA301-20230711T181500,2023-07-11,v2,12,False
CAMHDA301-20230711T211500,2023-07-11,v2,19,False
CAMHDA301-20230718T001500,2023-07-18,v2,12,False
CAMHDA301-20230718T031500,2023-07-18,v2,1,False
CAMHDA301-20230718T061500,2023-07-18,v2,4,False
CAMHDA301-20230718T091500,2023-07-18,v2,10,False
CAMHDA301-20230718T121500,2023-07-18,v2,16,False
CAMHDA301-20230718T151500,2023-07-18,v2,12,False
CAMHDA301-20230718T181500,2023-07-18,v2,16,False
CAMHDA301-20230801T091500,2023-08-01,v2,10,False
CAMHDA301-20230801T121500,2023-08-01,v2,11,False
CAMHDA301-20230801T151500,2023-08-01,v2,12,False
CAMHDA301-20230808T001500,2023-08-08,v2,10,False
CAMHDA301-20230808T031500,2023-08-08,v2,6,False
CAMHDA301-20230808T061500,2023-08-08,v2,13,False
CAMHDA301-20230808T091500,2023-08-08,v2,20,False
CAMHDA301-20230808T121500,2023-08-08,v2,3,False
CAMHDA301-20230808T151500,2023-08-08,v2,11,False
CAMHDA301-20230808T181500,2023-08-08,v2,20,False
