ym,ts,n_frames,n_black,sharp_median,sharp_p90,sharp_max,brightness,contrast,note,path
2015-07,20150709T121400,0,0,,,,,,corrupt/no-duration,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/09/CAMHDA301-20150709T121400Z.mp4
2015-07,20150711T003200,0,0,,,,,,corrupt/no-duration,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/11/CAMHDA301-20150711T003200Z.mp4
2015-07,20150715T213637,5,3,620.4,1944.1,2753.6,87.85,48.59,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/15/CAMHDA301-20150715T213637Z.mp4
2015-07,20150716T010015,8,0,953.1,953.3,953.4,96.44,55.74,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/16/CAMHDA301-20150716T010015Z_01.mp4
2015-07,20150713T181200,8,0,290.2,439.0,592.2,91.82,41.93,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/13/CAMHDA301-20150713T181200Z.mp4
2015-07,20150727T230015,8,0,407.6,992.2,1106.7,97.64,41.12,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/27/CAMHDA301-20150727T230015Z.mp4
2015-07,20150724T212015,8,0,417.1,527.1,747.3,110.62,46.97,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/24/CAMHDA301-20150724T212015Z.mp4
2015-07,20150728T001515,8,0,436.7,1089.6,1184.2,98.04,42.03,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/28/CAMHDA301-20150728T001515Z.mp4
2015-07,20150724T220057,8,0,144.0,404.4,412.5,99.39,36.58,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/24/CAMHDA301-20150724T220057Z.mp4
2015-07,20150725T231053,8,0,253.9,409.6,495.4,98.68,36.98,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/25/CAMHDA301-20150725T231053Z.mp4
2015-07,20150710T183300,8,0,402.3,879.1,948.0,98.24,46.94,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/10/CAMHDA301-20150710T183300Z.mp4
2015-08,20150804T173021,8,0,387.9,603.6,830.8,93.77,41.22,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/04/CAMHDA301-20150804T173021Z.mp4
2015-07,20150723T162100,8,0,728.2,756.8,778.3,109.68,62.03,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/07/23/CAMHDA301-20150723T162100Z.mp4
2015-08,20150804T180021,8,0,475.1,796.4,1173.6,96.04,40.88,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/04/CAMHDA301-20150804T180021Z.mp4
2015-08,20150804T183021,8,0,240.4,515.6,766.5,99.50,37.96,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/04/CAMHDA301-20150804T183021Z.mp4
2015-08,20150805T070015,8,0,337.4,853.9,952.7,97.04,41.07,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/05/CAMHDA301-20150805T070015Z.mp4
2015-08,20150804T220020,8,0,326.3,419.5,484.2,100.27,36.77,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/04/CAMHDA301-20150804T220020Z.mp4
2015-09,20150902T070020,8,0,274.4,435.5,519.8,95.06,37.44,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/02/CAMHDA301-20150902T070020Z.mp4
2015-08,20150805T130015,8,0,277.8,691.0,985.4,97.67,39.42,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/05/CAMHDA301-20150805T130015Z.mp4
2015-08,20150805T100015,8,0,611.4,992.4,1085.0,102.87,46.39,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/05/CAMHDA301-20150805T100015Z.mp4
2015-08,20150805T160019,8,0,597.5,1089.8,1320.2,94.85,42.78,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/05/CAMHDA301-20150805T160019Z.mp4
2015-08,20150805T010020,8,0,369.2,614.3,915.8,94.50,40.89,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/05/CAMHDA301-20150805T010020Z.mp4
2015-08,20150826T220017,8,0,242.3,538.4,802.1,97.35,35.48,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/26/CAMHDA301-20150826T220017Z.mp4
2015-08,20150825T210019,8,0,229.2,542.3,858.7,96.21,36.06,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/25/CAMHDA301-20150825T210019Z.mp4
2015-08,20150827T040020,8,0,341.2,499.8,508.1,98.12,35.75,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/08/27/CAMHDA301-20150827T040020Z.mp4
2015-09,20150902T160020,8,0,231.4,410.3,510.3,99.44,34.45,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/02/CAMHDA301-20150902T160020Z.mp4
2015-09,20150903T040020,8,0,388.0,693.7,705.5,97.74,36.95,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/03/CAMHDA301-20150903T040020Z.mp4
2015-09,20150909T060021,8,0,264.2,452.2,496.1,98.54,36.04,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/09/CAMHDA301-20150909T060021Z.mp4
2015-09,20150909T180020,8,0,236.2,392.2,437.6,98.51,33.90,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/09/CAMHDA301-20150909T180020Z.mp4
2015-09,20150916T120020,8,0,234.6,406.8,553.0,94.92,37.02,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/16/CAMHDA301-20150916T120020Z.mp4
2015-09,20150923T210020,8,0,290.9,443.2,641.7,92.38,34.89,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/23/CAMHDA301-20150923T210020Z.mp4
2015-09,20150916T030020,8,0,129.3,287.2,354.9,98.97,29.21,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/16/CAMHDA301-20150916T030020Z_01.mp4
2015-09,20150930T210020,8,0,225.5,417.5,521.9,96.99,35.74,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/30/CAMHDA301-20150930T210020Z.mp4
2015-09,20150923T000020,8,0,263.6,405.8,514.1,94.96,37.39,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/23/CAMHDA301-20150923T000020Z.mp4
2015-09,20150930T090021,8,0,260.0,370.7,431.4,94.22,36.51,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/30/CAMHDA301-20150930T090021Z.mp4
2015-09,20150923T120021,8,0,186.3,328.6,349.1,97.11,32.36,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/09/23/CAMHDA301-20150923T120021Z.mp4
2015-10,20151007T000020,8,0,409.5,575.5,637.5,97.00,37.54,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/07/CAMHDA301-20151007T000020Z.mp4
2015-10,20151007T060020,8,0,303.7,436.9,656.9,94.20,41.48,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/07/CAMHDA301-20151007T060020Z.mp4
2015-10,20151014T090020,8,0,175.0,359.9,556.9,96.70,35.51,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/14/CAMHDA301-20151014T090020Z.mp4
2015-10,20151007T150020,8,0,264.6,693.8,696.8,99.08,36.20,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/07/CAMHDA301-20151007T150020Z.mp4
2015-10,20151014T180021,8,0,276.1,556.1,556.2,95.65,37.65,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/14/CAMHDA301-20151014T180021Z.mp4
2015-10,20151021T030020,8,0,314.2,442.2,467.4,91.63,38.09,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/21/CAMHDA301-20151021T030020Z.mp4
2015-10,20151014T000020,8,0,235.7,608.6,689.3,93.14,38.01,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/14/CAMHDA301-20151014T000020Z.mp4
2015-10,20151021T210020,8,0,291.7,433.7,552.6,91.44,38.01,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/21/CAMHDA301-20151021T210020Z.mp4
2015-10,20151021T120020,8,0,263.8,513.8,543.2,95.74,37.56,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/21/CAMHDA301-20151021T120020Z.mp4
2015-10,20151028T120020,8,0,227.3,1046.4,1383.8,102.72,41.30,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/28/CAMHDA301-20151028T120020Z_01.mp4
2015-10,20151028T210020,8,0,166.9,216.8,290.9,98.51,32.95,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/28/CAMHDA301-20151028T210020Z.mp4
2015-11,20151104T000020,8,0,438.6,1029.8,1476.6,109.93,42.96,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/04/CAMHDA301-20151104T000020Z.mp4
2015-10,20151028T060020,8,0,172.0,634.0,957.7,96.64,36.76,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/10/28/CAMHDA301-20151028T060020Z.mp4
2015-11,20151111T030020,8,0,274.4,458.5,621.4,95.05,38.26,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/11/CAMHDA301-20151111T030020Z.mp4
2015-11,20151120T210000,8,0,162.6,547.2,799.9,89.15,39.87,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/20/CAMHDA301-20151120T210000Z.mp4
2015-11,20151118T060020,8,0,374.5,527.1,711.6,96.15,38.76,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/18/CAMHDA301-20151118T060020Z.mp4
2015-11,20151123T180000,8,0,177.1,261.9,283.2,90.63,38.48,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/23/CAMHDA301-20151123T180000Z.mp4
2015-11,20151122T120000,8,0,218.9,288.5,309.7,93.58,37.93,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/22/CAMHDA301-20151122T120000Z.mp4
2015-11,20151126T030000,8,0,155.7,307.9,399.8,90.71,37.81,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/26/CAMHDA301-20151126T030000Z.mp4
2015-11,20151127T060000,8,0,132.1,392.1,406.7,89.76,38.30,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/27/CAMHDA301-20151127T060000Z.mp4
2015-11,20151124T210000,8,0,118.5,322.1,514.1,90.37,37.88,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/24/CAMHDA301-20151124T210000Z.mp4
2015-11,20151128T120000,8,0,153.4,244.9,291.2,90.40,38.01,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/28/CAMHDA301-20151128T120000Z.mp4
2015-11,20151129T150000,8,0,141.2,210.4,227.5,93.27,36.73,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/29/CAMHDA301-20151129T150000Z.mp4
2015-12,20151213T120000,8,0,139.4,219.0,236.1,92.36,36.65,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/13/CAMHDA301-20151213T120000Z.mp4
2015-12,20151217T150000,8,0,133.8,176.0,182.7,91.40,36.18,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/17/CAMHDA301-20151217T150000Z.mp4
2015-11,20151130T210000,8,0,74.0,115.9,165.0,92.09,35.38,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/11/30/CAMHDA301-20151130T210000Z.mp4
2015-12,20151215T120000,8,0,131.5,273.1,381.4,91.57,38.11,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/15/CAMHDA301-20151215T120000Z.mp4
2015-12,20151201T210000,8,0,90.5,185.0,185.8,89.88,37.63,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/01/CAMHDA301-20151201T210000Z.mp4
2015-12,20151203T210000,8,0,89.9,168.5,196.0,92.13,35.50,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/03/CAMHDA301-20151203T210000Z.mp4
2015-12,20151219T150000,8,0,124.9,153.4,172.7,91.75,36.25,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/19/CAMHDA301-20151219T150000Z.mp4
2015-12,20151221T150000,8,0,85.3,120.1,149.7,90.25,36.62,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/21/CAMHDA301-20151221T150000Z.mp4
2015-12,20151223T150000,8,0,81.6,112.2,142.9,90.90,35.10,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/23/CAMHDA301-20151223T150000Z.mp4
2015-12,20151225T180000,8,0,83.6,132.0,142.6,92.36,35.85,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/25/CAMHDA301-20151225T180000Z.mp4
2015-12,20151229T180000,8,0,118.5,186.2,212.4,91.30,36.43,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/29/CAMHDA301-20151229T180000Z.mp4
2015-12,20151227T180000,8,0,83.8,131.9,162.1,90.92,36.79,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/27/CAMHDA301-20151227T180000Z.mp4
2016-01,20160126T150000,0,0,,,,,,corrupt/no-duration,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/26/CAMHDA301-20160126T150000Z.mp4
2016-01,20160101T000000,8,0,127.0,194.7,223.5,90.26,36.74,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/01/CAMHDA301-20160101T000000Z.mp4
2015-12,20151231T210000,8,0,124.4,243.5,341.8,91.56,37.28,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2015/12/31/CAMHDA301-20151231T210000Z.mp4
2016-01,20160103T090000,8,0,125.6,183.9,210.4,91.52,37.73,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/03/CAMHDA301-20160103T090000Z.mp4
2016-01,20160116T210000,8,0,225.5,347.9,355.7,87.75,41.93,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/16/CAMHDA301-20160116T210000Z.mp4
2016-01,20160121T180000,8,0,253.9,418.3,469.1,91.24,38.30,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/21/CAMHDA301-20160121T180000Z.mp4
2016-01,20160109T150000,8,0,212.6,323.6,326.3,87.18,42.77,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/09/CAMHDA301-20160109T150000Z.mp4
2016-01,20160112T000000,8,0,192.2,269.7,325.3,88.32,40.79,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/12/CAMHDA301-20160112T000000Z.mp4
2016-01,20160114T120000,8,0,197.5,285.8,305.5,86.24,42.93,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/14/CAMHDA301-20160114T120000Z.mp4
2016-01,20160129T030000,8,0,219.2,318.3,453.6,89.18,39.58,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/29/CAMHDA301-20160129T030000Z.mp4
2016-01,20160119T090000,8,0,300.8,419.8,598.3,87.83,42.05,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/19/CAMHDA301-20160119T090000Z.mp4
2016-01,20160124T060000,8,0,251.0,345.1,454.2,88.78,41.41,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/24/CAMHDA301-20160124T060000Z.mp4
2016-01,20160131T150000,8,0,111.1,198.6,200.5,91.83,37.89,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/01/31/CAMHDA301-20160131T150000Z.mp4
2016-02,20160204T150000,8,0,147.4,210.3,221.1,87.46,38.83,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/04/CAMHDA301-20160204T150000Z.mp4
2016-02,20160216T060000,8,0,228.0,354.3,409.7,89.99,40.01,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/16/CAMHDA301-20160216T060000Z.mp4
2016-02,20160210T090000,8,0,185.4,353.4,485.0,88.92,39.84,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/10/CAMHDA301-20160210T090000Z.mp4
2016-02,20160207T120000,8,0,134.4,199.4,244.7,89.27,39.17,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/07/CAMHDA301-20160207T120000Z.mp4
2016-02,20160213T090000,8,0,245.5,363.0,555.7,90.41,40.15,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/13/CAMHDA301-20160213T090000Z.mp4
2016-02,20160201T210000,8,0,159.1,197.2,242.3,89.05,39.94,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/01/CAMHDA301-20160201T210000Z.mp4
2016-02,20160219T030000,8,0,129.8,176.9,205.1,87.61,39.89,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/19/CAMHDA301-20160219T030000Z.mp4
2016-02,20160225T190000,8,0,123.6,137.1,145.5,89.51,36.95,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/25/CAMHDA301-20160225T190000Z.mp4
2016-02,20160227T010000,8,0,117.0,158.5,162.0,89.12,37.91,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/27/CAMHDA301-20160227T010000Z.mp4
2016-02,20160229T210000,8,0,179.4,204.0,226.4,90.01,37.92,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/29/CAMHDA301-20160229T210000Z.mp4
2016-02,20160222T030000,8,0,94.0,178.7,241.1,92.45,37.67,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/22/CAMHDA301-20160222T030000Z.mp4
2016-02,20160224T130000,8,0,104.4,172.7,217.1,91.33,37.85,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/02/24/CAMHDA301-20160224T130000Z.mp4
2016-03,20160301T000000,8,0,176.0,237.4,286.7,90.71,38.49,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/01/CAMHDA301-20160301T000000Z.mp4
2016-03,20160303T150000,8,0,207.7,422.2,443.4,90.29,39.32,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/03/CAMHDA301-20160303T150000Z.mp4
2016-03,20160309T000000,8,0,213.5,283.8,355.1,91.43,38.28,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/09/CAMHDA301-20160309T000000Z.mp4
2016-03,20160315T120000,8,0,175.8,209.3,210.0,89.11,36.69,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/15/CAMHDA301-20160315T120000Z.mp4
2016-03,20160312T210000,8,0,96.8,221.2,284.5,91.58,37.86,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/12/CAMHDA301-20160312T210000Z.mp4
2016-03,20160306T060000,8,0,132.2,189.6,210.4,87.16,38.42,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/06/CAMHDA301-20160306T060000Z.mp4
2016-03,20160329T030000,8,0,228.7,372.7,533.0,86.92,41.15,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/29/CAMHDA301-20160329T030000Z.mp4
2016-03,20160318T150000,8,0,116.8,224.9,315.3,88.71,41.75,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/18/CAMHDA301-20160318T150000Z.mp4
2016-03,20160331T210000,8,0,234.9,379.4,404.8,86.89,43.76,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/31/CAMHDA301-20160331T210000Z.mp4
2016-04,20160401T000000,8,0,222.2,400.3,451.5,85.89,43.63,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/01/CAMHDA301-20160401T000000Z.mp4
2016-04,20160403T150000,8,0,232.7,406.1,561.4,92.63,41.82,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/03/CAMHDA301-20160403T150000Z.mp4
2016-03,20160321T060000,8,0,218.1,281.2,308.8,87.87,41.63,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/21/CAMHDA301-20160321T060000Z.mp4
2016-03,20160326T120000,8,0,118.3,214.3,230.8,87.37,40.58,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/26/CAMHDA301-20160326T120000Z.mp4
2016-04,20160406T090000,8,0,199.0,354.5,364.6,104.19,39.26,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/06/CAMHDA301-20160406T090000Z.mp4
2016-03,20160323T210000,8,0,224.0,256.8,281.1,86.42,42.33,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/03/23/CAMHDA301-20160323T210000Z.mp4
2016-04,20160417T060000,8,0,222.6,268.9,287.3,89.72,44.16,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/17/CAMHDA301-20160417T060000Z.mp4
2016-04,20160414T120000,8,0,256.3,399.8,427.1,90.79,45.34,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/14/CAMHDA301-20160414T120000Z.mp4
2016-04,20160420T000000,8,0,247.5,362.1,475.0,95.56,40.75,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/20/CAMHDA301-20160420T000000Z.mp4
2016-04,20160422T150000,8,0,301.6,621.4,872.3,102.49,35.57,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/22/CAMHDA301-20160422T150000Z.mp4
2016-04,20160425T090000,8,0,152.0,255.7,258.3,99.98,33.17,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/25/CAMHDA301-20160425T090000Z.mp4
2016-04,20160411T180000,8,0,114.5,171.1,234.6,97.10,44.88,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/11/CAMHDA301-20160411T180000Z.mp4
2016-04,20160409T030000,8,0,118.5,162.6,229.7,105.25,42.33,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/09/CAMHDA301-20160409T030000Z.mp4
2016-04,20160428T030000,8,0,281.1,394.0,421.9,96.23,44.79,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/28/CAMHDA301-20160428T030000Z.mp4
2016-04,20160430T210000,8,0,323.0,506.4,697.0,97.19,43.70,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/04/30/CAMHDA301-20160430T210000Z.mp4
2016-05,20160503T180000,8,0,220.5,307.3,326.3,94.02,45.55,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/03/CAMHDA301-20160503T180000Z.mp4
2016-05,20160501T000000,8,0,232.3,587.2,650.8,97.90,42.12,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/01/CAMHDA301-20160501T000000Z.mp4
2016-05,20160506T120000,8,0,236.7,549.0,788.5,91.91,38.03,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/06/CAMHDA301-20160506T120000Z.mp4
2016-05,20160509T090000,8,0,246.4,302.7,324.9,91.41,38.34,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/09/CAMHDA301-20160509T090000Z.mp4
2016-05,20160512T030000,8,0,184.6,322.8,407.3,89.07,39.60,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/12/CAMHDA301-20160512T030000Z.mp4
2016-05,20160523T090000,8,0,171.7,268.3,338.7,88.76,36.09,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/23/CAMHDA301-20160523T090000Z.mp4
2016-05,20160517T180000,8,0,184.6,284.9,406.3,87.40,38.16,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/17/CAMHDA301-20160517T180000Z.mp4
2016-05,20160520T150000,8,0,196.1,353.1,431.3,88.99,38.77,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/20/CAMHDA301-20160520T150000Z.mp4
2016-05,20160526T060000,8,0,158.2,363.5,525.6,90.94,36.58,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/26/CAMHDA301-20160526T060000Z.mp4
2016-05,20160515T000000,8,0,170.2,481.4,632.9,88.07,40.05,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/15/CAMHDA301-20160515T000000Z.mp4
2016-05,20160531T210000,8,0,159.5,288.7,386.3,87.37,37.31,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/31/CAMHDA301-20160531T210000Z.mp4
2016-05,20160529T000000,8,0,167.0,230.4,249.9,92.47,37.84,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/05/29/CAMHDA301-20160529T000000Z.mp4
2016-06,20160606T090000,8,0,140.4,278.4,320.2,95.95,32.55,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/06/06/CAMHDA301-20160606T090000Z.mp4
2016-06,20160603T150000,8,0,146.8,239.3,247.7,87.41,36.30,,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2016/06/03/CAMHDA301-20160603T150000Z.mp4
